url
https://catalogue.hakai.org/erddap
http://dap.onc.uvic.ca:8080/erddap
https://data.cioospacific.ca/erddap
https://pac-dev2.cioos.org/erddap
https://cioosatlantic.ca/erddap
http://belafonte.ocean.dal.ca:8080/erddap
https://www.smartatlantic.ca/erddap
https://erddap.preprod.ogsl.ca/erddap
